,cnae_code,ativ_desc,description,code_description
251,1351100,Fabricação de artefatos têxteis para uso doméstico,Manufacture of textile artifacts for domestic use,1351100 - Manufacture of textile artifacts for domestic use
252,1352900,Fabricação de artefatos de tapeçaria,Fabrication of tapestry artifacts,1352900 - Fabrication of tapestry artifacts
253,1353700,Fabricação de artefatos de cordoaria,Manufacture of rope artifacts,1353700 - Manufacture of rope artifacts
254,1354500,"Fabricação de tecidos especiais, inclusive artefatos","Manufacture of special fabrics, including artifacts","1354500 - Manufacture of special fabrics, including artifacts"
255,1359600,Fabricação de outros produtos têxteis não especificados anteriormente,Manufacture of other textile products not specified above,1359600 - Manufacture of other textile products not specified above
256,1411801,Confecção de roupas íntimas,Underwear making,1411801 - Underwear making
257,1411802,Facção de roupas íntimas,underwear faction,1411802 - underwear faction
258,1412601,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida","Manufacture of garments, except underwear and tailor-made garments","1412601 - Manufacture of garments, except underwear and tailor-made garments"
259,1412602,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas","Custom-made garments, except underwear","1412602 - Custom-made garments, except underwear"
260,1412603,"Facção de peças do vestuário, exceto roupas íntimas","Apparel parts faction, except underwear","1412603 - Apparel parts faction, except underwear"
261,1413401,"Confecção de roupas profissionais, exceto sob medida","Professional clothing production, except bespoke","1413401 - Professional clothing production, except bespoke"
262,1413402,"Confecção, sob medida, de roupas profissionais",Custom-made professional clothing,1413402 - Custom-made professional clothing
263,1413403,Facção de roupas profissionais,Professional clothing faction,1413403 - Professional clothing faction
264,1414200,"Fabricação de acessórios do vestuário, exceto para segurança e proteção","Manufacture of clothing accessories, except for safety and protection","1414200 - Manufacture of clothing accessories, except for safety and protection"
265,1421500,Fabricação de meias,sock making,1421500 - sock making
266,1422300,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias","Manufacture of garments produced in knitting and knitting, except socks","1422300 - Manufacture of garments produced in knitting and knitting, except socks"
267,1510600,Curtimento e outras preparações de couro,Tanning and other leather preparations,1510600 - Tanning and other leather preparations
268,1521100,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material","Manufacture of travel items, bags and the like from any material","1521100 - Manufacture of travel items, bags and the like from any material"
269,1529700,Fabricação de artefatos de couro não especificados anteriormente,Manufacture of leather artifacts not previously specified,1529700 - Manufacture of leather artifacts not previously specified
270,1531901,Fabricação de calçados de couro,Leather shoe manufacturing,1531901 - Leather shoe manufacturing
271,1531902,Acabamento de calçados de couro sob contrato,Finishing leather shoes under contract,1531902 - Finishing leather shoes under contract
272,1532700,Fabricação de tênis de qualquer material,Manufacture of sneakers from any material,1532700 - Manufacture of sneakers from any material
273,1533500,Fabricação de calçados de material sintético,Manufacture of synthetic material shoes,1533500 - Manufacture of synthetic material shoes
274,1539400,Fabricação de calçados de materiais não especificados anteriormente,Manufacture of footwear from materials not otherwise specified,1539400 - Manufacture of footwear from materials not otherwise specified
275,1540800,"Fabricação de partes para calçados, de qualquer material","Manufacture of shoe parts, of any material","1540800 - Manufacture of shoe parts, of any material"
276,1610201,Serrarias com desdobramento de madeira,Sawmills with wood splitting,1610201 - Sawmills with wood splitting
277,1610202,Serrarias sem desdobramento de madeira,Sawmills without wood splitting,1610202 - Sawmills without wood splitting
278,1610203,Serrarias com desdobramento de madeira em bruto,Sawmills with splitting of raw wood,1610203 - Sawmills with splitting of raw wood
279,1610204,Serrarias sem desdobramento de madeira em bruto  -Resserragem,Sawmills without splitting of raw wood - Sawmill,1610204 - Sawmills without splitting of raw wood - Sawmill
280,1610205,Serviço de tratamento de madeira realizado sob contrato,Wood treatment service performed under contract,1610205 - Wood treatment service performed under contract
281,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada","Manufacture of laminated wood and plywood, pressed and chipboard sheets","1621800 - Manufacture of laminated wood and plywood, pressed and chipboard sheets"
282,1622601,Fabricação de casas de madeira pré-fabricadas,Manufacture of prefab wooden houses,1622601 - Manufacture of prefab wooden houses
283,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,Manufacture of wooden frames and wooden parts for industrial and commercial installations,1622602 - Manufacture of wooden frames and wooden parts for industrial and commercial installations
284,1622699,Fabricação de outros artigos de carpintaria para construção,Manufacture of other carpentry articles for construction,1622699 - Manufacture of other carpentry articles for construction
285,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,Manufacture of cooperage artifacts and wooden packaging,1623400 - Manufacture of cooperage artifacts and wooden packaging
286,1629301,"Fabricação de artefatos diversos de madeira, exceto móveis","Manufacture of various wooden artifacts, except furniture","1629301 - Manufacture of various wooden artifacts, except furniture"
287,1629302,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis","Manufacture of various artifacts made of cork, bamboo, straw, wicker and other braided materials, except furniture","1629302 - Manufacture of various artifacts made of cork, bamboo, straw, wicker and other braided materials, except furniture"
288,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,Manufacture of cellulose and other pulps for the manufacture of paper,1710900 - Manufacture of cellulose and other pulps for the manufacture of paper
289,1721400,Fabricação de papel,paper making,1721400 - paper making
290,1722200,Fabricação de cartolina e papel-cartão,Manufacture of cardboard and paperboard,1722200 - Manufacture of cardboard and paperboard
291,1731100,Fabricação de embalagens de papel,Paper Packaging Manufacturing,1731100 - Paper Packaging Manufacturing
292,1732000,Fabricação de embalagens de cartolina e papel-cartão,Manufacture of cardboard and cardboard packaging,1732000 - Manufacture of cardboard and cardboard packaging
293,1733800,Fabricação de chapas e de embalagens de papelão ondulado,Manufacture of corrugated cardboard sheets and packaging,1733800 - Manufacture of corrugated cardboard sheets and packaging
294,1741901,Fabricação de formulários contínuos,Manufacture of continuous forms,1741901 - Manufacture of continuous forms
295,1741902,"Fabricação de produtos de papel, cartolina, papel cartão e papelão ondulado para uso comercial e de escritório, exceto formulário contínuo","Manufacture of paper, cardboard, paperboard and corrugated cardboard products for commercial and office use, except continuous form","1741902 - Manufacture of paper, cardboard, paperboard and corrugated cardboard products for commercial and office use, except continuous form"
296,1742701,Fabricação de fraldas descartáveis,Manufacture of Disposable Diapers,1742701 - Manufacture of Disposable Diapers
297,1742702,Fabricação de absorventes higiênicos,Manufacture of sanitary napkins,1742702 - Manufacture of sanitary napkins
298,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,Manufacture of paper products for household and hygienic-sanitary use not otherwise specified,1742799 - Manufacture of paper products for household and hygienic-sanitary use not otherwise specified
299,1749400,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente","Manufacture of cellulose pulp, paper, cardboard, cardboard and corrugated cardboard products nes","1749400 - Manufacture of cellulose pulp, paper, cardboard, cardboard and corrugated cardboard products nes"
300,1811301,Impressão de jornais,newspaper printing,1811301 - newspaper printing
301,1811302,"Impressão de livros, revistas e outras publicações periódicas","Printing of books, magazines and other periodicals","1811302 - Printing of books, magazines and other periodicals"
302,1812100,Impressão de material de segurança,Security material printing,1812100 - Security material printing
303,1813001,Impressão de material para uso publicitário,Material printing for advertising use,1813001 - Material printing for advertising use
